#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
1510612	120892	8924	125700	114438	-	-	LRRK2	HERC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	D15F37S1|MRT38|SHEP1|jdf2|p528	Affinity Capture-MS	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510613	120892	84461	125700	124095	-	-	LRRK2	NEURL4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-MS	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510614	120892	3320	125700	109552	-	-	LRRK2	HSP90AA1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510615	120892	11140	125700	116312	-	-	LRRK2	CDC37	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	P50CDC37	Affinity Capture-MS	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510616	120892	8924	125700	114438	-	-	LRRK2	HERC2	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	D15F37S1|MRT38|SHEP1|jdf2|p528	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1510617	120892	84461	125700	124095	-	-	LRRK2	NEURL4	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1510621	120892	84010	125700	249876	-	-	LRRK2	Dll1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	10116	Low Throughput	-	-	-	-	-	BIOGRID
1510624	120892	5868	125700	111806	-	-	LRRK2	RAB5A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	RAB5	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510625	120892	5869	125700	111807	-	-	LRRK2	RAB5B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	-	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510626	120892	7879	125700	113624	-	-	LRRK2	RAB7A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	PRO2706|RAB7	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510627	120892	8766	125700	114299	-	-	LRRK2	RAB11A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	YL8	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1510628	120892	9230	125700	114661	-	-	LRRK2	RAB11B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	H-YPT3	Affinity Capture-Western	physical	Imai Y (2015)	26355680	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1517030	83737	120892	123747	125700	-	-	ITCH	LRRK2	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-MS	physical	O'Connor HF (2015)	26508657	9606	9606	Low Throughput	-	-	-	The UBAITs (Ubiquitin-Activated Interaction Traps) method was used.	-	BIOGRID
2205110	120892	7157	125700	113010	-	-	LRRK2	TP53	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BCC7|LFS1|P53|TRP53	Biochemical Activity	physical	Ho DH (2015)	26384650	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
2205111	120892	7157	125700	113010	-	-	LRRK2	TP53	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	BCC7|LFS1|P53|TRP53	Affinity Capture-Western	physical	Ho DH (2015)	26384650	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2205112	7157	120892	113010	125700	-	-	TP53	LRRK2	BCC7|LFS1|P53|TRP53	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Ho DH (2015)	26384650	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2208448	120892	8878	125700	114397	-	-	LRRK2	SQSTM1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	Affinity Capture-Western	physical	Park S (2016)	27631370	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2208449	8878	120892	114397	125700	-	-	SQSTM1	LRRK2	A170|OSIL|PDB3|ZIP3|p60|p62|p62B	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Park S (2016)	27631370	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2347458	120892	26118	125700	117560	-	-	LRRK2	WSB1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	SWIP1|WSB-1	Affinity Capture-Western	physical	Nucifora FC (2016)	27273569	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2347459	26118	120892	117560	125700	-	-	WSB1	LRRK2	SWIP1|WSB-1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-Western	physical	Nucifora FC (2016)	27273569	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
2347463	26118	120892	117560	125700	-	-	WSB1	LRRK2	SWIP1|WSB-1	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Biochemical Activity	physical	Nucifora FC (2016)	27273569	9606	9606	Low Throughput	-	Ubiquitination	-	E2: UBE2D2	-	BIOGRID
2380393	339535	120892	130903	125700	-	-	LINC01139	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Affinity Capture-RNA	physical	Lin A (2016)	26751287	9606	9606	Low Throughput	-	-	-	"interaction detected in both directions, i.e. (1) LINC01139 RNA isolated with labeled DNA probes, hit protein detected; (2) hit protein IPd, LINC01139 RNA detected"	-	BIOGRID
2380398	339535	120892	130903	125700	-	-	LINC01139	LRRK2	-	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	Protein-RNA	physical	Lin A (2016)	26751287	9606	9606	Low Throughput	-	-	-	"LINC01139 RNA pulldown in cell lysate, hit protein detected; also LINC01139 RNA pulldown, recombinant hit protein detected in vitro"	-	BIOGRID
2380402	120892	3091	125700	109338	-	-	LRRK2	HIF1A	AURA17|DARDARIN|PARK8|RIPK7|ROCO2	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	Biochemical Activity	physical	Lin A (2016)	26751287	9606	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
